drug,event,is_anomaly,anomaly_score,count,prr,death_rate
Erlotinib,Ageusia,No,0.4281,1,1.600,100.0%
Erlotinib,Hypoxia,No,0.4508,3,1.120,66.7%
Erlotinib,Urinary tract infection,No,0.4431,5,0.861,60.0%
Erlotinib,Ligament sprain,No,0.4253,1,16.810,0.0%
Erlotinib,Hyperhidrosis,No,0.4018,4,2.009,0.0%
Erlotinib,Abdominal pain upper,No,0.4443,6,1.159,33.3%
Erlotinib,Chills,No,0.4179,2,0.466,50.0%
Erlotinib,Ill-defined disorder,No,0.3631,1,1.867,0.0%
Erlotinib,Disorientation,No,0.3864,2,2.587,0.0%
Erlotinib,Heart rate increased,No,0.4092,3,1.327,0.0%
Erlotinib,Neutrophil count decreased,No,0.3902,2,0.409,0.0%
Erlotinib,Loss of consciousness,No,0.3874,2,1.067,0.0%
Erlotinib,Optic neuritis,No,0.4253,1,16.810,0.0%
Erlotinib,Lung neoplasm,No,0.4012,1,11.207,0.0%
Erlotinib,Cholangitis acute,No,0.4912,1,33.621,0.0%
Erlotinib,Cholecystitis,No,0.3630,1,2.241,0.0%
Erlotinib,Cholelithiasis,No,0.3613,1,1.769,0.0%
Erlotinib,Musculoskeletal pain,No,0.4220,1,0.622,100.0%
Erlotinib,Cardiac failure,No,0.4248,1,0.350,100.0%
Erlotinib,Macular degeneration,No,0.4012,1,11.207,0.0%
Erlotinib,Hyperbilirubinaemia,No,0.4290,1,1.400,100.0%
Erlotinib,Skin disorder,No,0.4339,1,0.611,100.0%
Erlotinib,Balance disorder,No,0.4191,2,1.372,50.0%
Erlotinib,Pollakiuria,No,0.4351,1,0.861,100.0%
Erlotinib,Cellulitis,No,0.3700,1,0.600,0.0%
Erlotinib,Bacterial infection,No,0.4207,2,3.540,50.0%
Erlotinib,Ankle fracture,No,0.4012,1,11.207,0.0%
Erlotinib,Tremor,No,0.4350,1,0.460,100.0%
Erlotinib,Ocular icterus,No,0.4582,1,8.405,100.0%
Erlotinib,Blood potassium decreased,No,0.3748,1,0.747,0.0%
Erlotinib,Hypersensitivity,No,0.3791,1,0.231,0.0%
Erlotinib,Hot flush,No,0.3715,1,1.050,0.0%
Erlotinib,Pain of skin,No,0.3682,1,2.241,0.0%
Erlotinib,Swelling of eyelid,No,0.4082,1,0.000,0.0%
Erlotinib,Fungal infection,No,0.3683,1,1.600,0.0%
Erlotinib,Hypovolaemia,No,0.3831,2,3.737,0.0%
Erlotinib,Brain mass,No,0.4082,1,0.000,0.0%
Erlotinib,Food poisoning,No,0.3985,1,11.207,0.0%
Erlotinib,Fungal skin infection,No,0.3891,1,8.405,0.0%
Erlotinib,Nasal mucosal disorder,No,0.3990,1,0.000,0.0%
Erlotinib,Onychomadesis,No,0.4483,2,16.820,0.0%
Erlotinib,Nail disorder,No,0.4296,4,5.387,0.0%
Erlotinib,Blood bilirubin increased,No,0.3891,2,0.988,0.0%
Erlotinib,Peripheral swelling,No,0.4365,5,1.367,0.0%
Erlotinib,Apparent death,No,0.4274,1,16.810,0.0%
Erlotinib,Palpitations,No,0.4343,1,0.622,100.0%
Erlotinib,Mouth ulceration,No,0.3864,2,2.587,0.0%
Erlotinib,Investigation abnormal,No,0.3990,1,0.000,0.0%
Erlotinib,Gastrooesophageal reflux disease,No,0.3679,1,0.517,0.0%
Erlotinib,Onychoclasis,No,0.3838,2,2.169,0.0%
Erlotinib,Myasthenia gravis,No,0.3643,1,2.586,0.0%
Erlotinib,Rhinorrhoea,No,0.3658,1,0.781,0.0%
Erlotinib,Onychalgia,No,0.3891,1,8.405,0.0%
Erlotinib,Lip dry,No,0.3752,1,6.724,0.0%
Erlotinib,Intervertebral disc degeneration,No,0.3752,1,6.724,0.0%
Erlotinib,Eyelids pruritus,No,0.4912,1,33.621,0.0%
Erlotinib,Ingrowing nail,No,0.4274,1,16.810,0.0%
Erlotinib,Nail bed inflammation,No,0.4274,1,16.810,0.0%
Erlotinib,Atrial fibrillation,No,0.3688,1,0.194,0.0%
Erlotinib,Nail ridging,No,0.4912,1,33.621,0.0%
Erlotinib,Middle ear effusion,Yes,0.4989,1,16.810,100.0%
Erlotinib,Faecal incontinence,No,0.3678,1,3.735,0.0%
Erlotinib,Stevens-Johnson syndrome,No,0.3708,1,2.586,0.0%
Erlotinib,Accidental overdose,No,0.4209,2,8.410,0.0%
Erlotinib,Rash generalised,No,0.4193,2,1.401,50.0%
Erlotinib,Contusion,No,0.3757,1,0.430,0.0%
Erlotinib,Keratorhexis,No,0.4831,1,33.621,0.0%
Erlotinib,Corneal operation,No,0.4082,1,0.000,0.0%
Erlotinib,Intervertebral disc protrusion,No,0.3807,1,6.724,0.0%
Erlotinib,Arterial thrombosis,Yes,0.5608,1,33.621,100.0%
Erlotinib,Swollen tongue,No,0.3985,2,5.606,0.0%
Erlotinib,Pharyngeal oedema,No,0.4055,2,6.116,0.0%
Erlotinib,Cardio-respiratory arrest,No,0.4160,1,1.528,100.0%
Erlotinib,Pulmonary thrombosis,No,0.4289,1,2.101,100.0%
Erlotinib,Abasia,No,0.4140,1,1.680,100.0%
Erlotinib,Hip surgery,No,0.4780,1,0.000,100.0%
Erlotinib,Macule,No,0.3779,1,5.603,0.0%
Erlotinib,Hair disorder,No,0.4012,1,11.207,0.0%
Erlotinib,Cachexia,No,0.4209,1,2.586,100.0%
Erlotinib,Sputum discoloured,Yes,0.5572,1,33.621,100.0%
Erlotinib,Dyspnoea at rest,No,0.4653,1,11.207,100.0%
Erlotinib,Haemorrhagic anaemia,Yes,0.4989,1,16.810,100.0%
Erlotinib,Respiratory tract congestion,No,0.3781,1,4.803,0.0%
Erlotinib,Mucosal inflammation,No,0.3681,1,0.282,0.0%
Erlotinib,Throat irritation,No,0.3682,1,1.769,0.0%
Erlotinib,Cholestasis,No,0.3638,1,1.293,0.0%
Erlotinib,Pneumonia aspiration,No,0.4198,1,1.050,100.0%
Erlotinib,Cerebral infarction,No,0.4560,2,3.057,100.0%
Erlotinib,Oral candidiasis,No,0.4193,1,1.120,100.0%
Erlotinib,Hypokalaemia,No,0.4288,2,0.685,50.0%
Erlotinib,Burning sensation,No,0.4229,1,0.700,100.0%
Erlotinib,Colitis ulcerative,No,0.4312,1,4.803,100.0%
Erlotinib,Lymphoedema,No,0.4192,1,2.401,100.0%
Erlotinib,Visual acuity reduced,No,0.4153,2,2.402,50.0%
Erlotinib,Decubitus ulcer,No,0.4321,1,5.603,100.0%
Erlotinib,Blood pressure decreased,No,0.4205,1,0.819,100.0%
Erlotinib,Upper respiratory tract infection,No,0.4351,1,0.861,100.0%
Erlotinib,Non-small cell lung cancer metastatic,No,0.4288,1,2.801,100.0%
Erlotinib,Oesophageal fistula,No,0.4653,1,11.207,100.0%
Erlotinib,Aorto-oesophageal fistula,No,0.4780,1,0.000,100.0%
Erlotinib,Chronic hepatitis,No,0.4082,1,0.000,0.0%
Erlotinib,Asthma,No,0.3883,2,3.540,0.0%
Erlotinib,Chest discomfort,No,0.3694,1,0.409,0.0%
Erlotinib,Respiration abnormal,No,0.4912,1,33.621,0.0%
Erlotinib,Malnutrition,No,0.4459,1,1.867,0.0%
Erlotinib,Cardiac fibrillation,Yes,0.5179,2,33.642,0.0%
Erlotinib,Adverse drug reaction,No,0.3705,1,0.589,0.0%
Erlotinib,Skin haemorrhage,No,0.3624,1,3.056,0.0%
Erlotinib,Skin irritation,No,0.3985,1,11.207,0.0%
Erlotinib,Jaundice,No,0.3632,1,1.461,0.0%
Erlotinib,Alanine aminotransferase increased,No,0.3944,2,0.370,0.0%
Erlotinib,Aspartate aminotransferase increased,No,0.3944,2,0.395,0.0%
Erlotinib,Aphasia,No,0.4632,2,2.924,100.0%
Erlotinib,Staphylococcal infection,No,0.4133,1,1.769,100.0%
Erlotinib,Brain neoplasm,No,0.4717,4,7.923,50.0%
Erlotinib,Pancreatic carcinoma metastatic,No,0.4486,1,6.724,100.0%
Erlotinib,Skin exfoliation,No,0.4205,4,2.171,25.0%
Erlotinib,Deafness unilateral,No,0.3781,1,4.803,0.0%
Erlotinib,Breast pain,No,0.4736,1,11.207,100.0%
Erlotinib,Electrocardiogram QT prolonged,No,0.3734,1,0.700,0.0%
Erlotinib,Investigation,No,0.3632,1,1.461,0.0%
Erlotinib,Cerebral atrophy,No,0.4253,1,16.810,0.0%
Erlotinib,Skin toxicity,No,0.3696,1,1.344,0.0%
Erlotinib,Urinary bladder haemorrhage,No,0.4274,1,16.810,0.0%
Erlotinib,Bladder transitional cell carcinoma,No,0.4274,1,16.810,0.0%
Erlotinib,Motor dysfunction,No,0.3807,1,6.724,0.0%
Erlotinib,Leukopenia,No,0.3911,2,0.610,0.0%
Erlotinib,International normalised ratio increased,No,0.3693,1,1.400,0.0%
Erlotinib,Hyperglycaemia,No,0.3762,1,0.404,0.0%
Erlotinib,Transaminases increased,No,0.3755,1,0.487,0.0%
Erlotinib,Lymphopenia,No,0.3710,1,1.159,0.0%
Erlotinib,Pneumocystis jirovecii pneumonia,No,0.4351,1,0.884,100.0%
Erlotinib,Generalised tonic-clonic seizure,No,0.4405,1,5.603,100.0%
Erlotinib,Paresis,No,0.4857,1,0.000,100.0%
Erlotinib,Neoplasm recurrence,No,0.4299,1,1.344,100.0%
Erlotinib,Dermatitis exfoliative,No,0.4012,1,11.207,0.0%
Erlotinib,Klebsiella infection,No,0.3724,1,4.803,0.0%
Erlotinib,Red blood cell count decreased,No,0.3681,1,0.258,0.0%
Erlotinib,Gastrointestinal haemorrhage,No,0.3676,1,0.542,0.0%
Erlotinib,Coma,No,0.3634,1,1.344,0.0%
Erlotinib,Anaemia macrocytic,No,0.4831,1,33.621,0.0%
Erlotinib,Hyperchromic anaemia,No,0.4082,1,0.000,0.0%
Erlotinib,Proteinuria,No,0.3859,2,1.120,0.0%
Erlotinib,Hepatobiliary disease,No,0.3990,1,0.000,0.0%
Erlotinib,Gastric haemorrhage,No,0.3634,1,1.600,0.0%
Erlotinib,Paronychia,No,0.4454,2,6.116,50.0%
Erlotinib,Angiopathy,No,0.3781,1,4.803,0.0%
Erlotinib,Chronic obstructive pulmonary disease,No,0.3748,1,0.730,0.0%
Erlotinib,Concussion,No,0.3990,1,0.000,0.0%
Erlotinib,Facial bones fracture,No,0.3985,1,11.207,0.0%
Erlotinib,Pallor,No,0.3682,1,2.241,0.0%
Erlotinib,Peripheral coldness,No,0.3659,1,2.801,0.0%
Erlotinib,Hypoacusis,No,0.3692,1,1.867,0.0%
Erlotinib,Reading disorder,No,0.4831,1,33.621,0.0%
Erlotinib,Feeling jittery,No,0.3779,1,5.603,0.0%
Erlotinib,Joint swelling,No,0.3737,1,0.579,0.0%
Erlotinib,Rash morbilliform,No,0.4012,1,11.207,0.0%
Erlotinib,Swelling face,No,0.3834,2,1.318,0.0%
Erlotinib,Oral mucosal exfoliation,No,0.4253,1,16.810,0.0%
Erlotinib,Emotional disorder,No,0.3678,1,3.735,0.0%
Erlotinib,Embolism,No,0.4234,4,4.081,0.0%
Erlotinib,Ecchymosis,No,0.3639,1,3.735,0.0%
Erlotinib,Bone development abnormal,No,0.4831,1,33.621,0.0%
Erlotinib,Tinnitus,No,0.3692,1,1.867,0.0%
Erlotinib,Osteonecrosis of jaw,No,0.3735,1,0.884,0.0%
Erlotinib,Exposed bone in jaw,No,0.3708,1,2.586,0.0%
Erlotinib,Subdural haematoma,No,0.4279,1,1.528,100.0%
Erlotinib,Head injury,No,0.4302,1,1.867,100.0%
Erlotinib,Hypoaesthesia,No,0.3686,1,0.314,0.0%
Erlotinib,Lung infection,No,0.4344,1,0.525,100.0%
Erlotinib,Maternal exposure during pregnancy,No,0.3678,1,3.735,0.0%
Erlotinib,Paraesthesia oral,No,0.3985,1,11.207,0.0%
Erlotinib,Deafness bilateral,No,0.3900,1,8.405,0.0%
Erlotinib,Scar,No,0.3807,1,6.724,0.0%
Erlotinib,Ear infection,No,0.3779,1,5.603,0.0%
Erlotinib,Mass,No,0.3692,1,1.867,0.0%
Erlotinib,Feeling cold,No,0.3682,1,2.241,0.0%
Erlotinib,Metastatic neoplasm,No,0.3610,1,2.801,0.0%
Erlotinib,Hypophagia,No,0.3853,2,1.179,0.0%
Erlotinib,Aptyalism,No,0.3990,1,0.000,0.0%
Erlotinib,Hepatotoxicity,No,0.4365,1,0.781,100.0%
Erlotinib,Sudden death,No,0.4302,1,1.867,100.0%
Erlotinib,Skin infection,No,0.3643,1,2.586,0.0%
Erlotinib,Localised infection,No,0.3622,1,2.101,0.0%
Erlotinib,Diplopia,No,0.4279,1,1.528,100.0%
Erlotinib,Brain stem infarction,No,0.4857,1,0.000,100.0%
Erlotinib,Central nervous system necrosis,No,0.4857,1,0.000,100.0%
Erlotinib,Cerebellar infarction,No,0.4857,1,0.000,100.0%
Erlotinib,Breast cancer,No,0.3748,1,0.781,0.0%
Erlotinib,Frequent bowel movements,No,0.3708,1,2.586,0.0%
Erlotinib,Flatulence,No,0.3732,1,0.560,0.0%
Erlotinib,Acute respiratory failure,No,0.4316,1,1.084,100.0%
Erlotinib,Purpura,No,0.4160,1,1.528,100.0%
Erlotinib,Drug eruption,No,0.4391,1,6.724,100.0%
Erlotinib,Lung adenocarcinoma,No,0.4159,1,1.600,100.0%
Erlotinib,Eyelid irritation,No,0.4082,1,0.000,0.0%
Erlotinib,Abdominal hernia,No,0.3985,1,11.207,0.0%
Erlotinib,Skin reaction,No,0.3627,1,1.977,0.0%
Erlotinib,Blood blister,No,0.4274,1,16.810,0.0%
Gefitinib,Platelet count decreased,No,0.4348,3,0.243,33.3%
Gefitinib,Disseminated intravascular coagulation,No,0.4193,2,1.978,50.0%
Gefitinib,Pyrexia,Yes,0.4998,9,0.383,22.2%
Gefitinib,Blood albumin decreased,No,0.3741,1,5.769,0.0%
Gefitinib,Back pain,No,0.4483,7,1.018,14.3%
Gefitinib,Epistaxis,Yes,0.5197,8,2.479,25.0%
Gefitinib,Nausea,Yes,0.5968,20,0.495,25.0%
Gefitinib,Oedema peripheral,No,0.4240,4,0.941,0.0%
Gefitinib,Blood urea increased,No,0.3634,1,1.648,0.0%
Gefitinib,Drowning,No,0.4598,1,8.654,100.0%
Gefitinib,Liver disorder,No,0.4683,7,4.766,14.3%
Gefitinib,Blood creatinine increased,No,0.4651,8,1.558,12.5%
Gefitinib,Neuropsychiatric syndrome,No,0.4849,1,34.619,0.0%
Gefitinib,Abdominal pain,No,0.4594,5,0.507,40.0%
Gefitinib,Abnormal behaviour,No,0.4160,2,9.897,0.0%
Gefitinib,Prescribed overdose,No,0.4255,1,17.309,0.0%
Gefitinib,Somnolence,No,0.3860,2,0.833,0.0%
Gefitinib,Transaminases increased,Yes,0.4985,9,5.128,0.0%
Gefitinib,Off label use,Yes,0.5791,17,1.422,41.2%
Gefitinib,Lung neoplasm malignant,Yes,0.5313,11,4.907,36.4%
Gefitinib,Skin hypertrophy,No,0.4790,2,23.094,0.0%
Gefitinib,Acne,Yes,0.5726,10,6.821,10.0%
Gefitinib,Dry skin,Yes,0.5688,14,3.965,42.9%
Gefitinib,Dyspepsia,No,0.3911,2,0.646,0.0%
Gefitinib,Electrocardiogram QT prolonged,No,0.3748,1,0.721,0.0%
Gefitinib,Osteonecrosis of jaw,No,0.4099,4,3.962,0.0%
Gefitinib,Condition aggravated,No,0.4000,3,2.665,0.0%
Gefitinib,Pleurisy,No,0.3731,1,4.945,0.0%
Gefitinib,Dyspnoea,Yes,0.6095,23,1.292,56.5%
Gefitinib,Nephrogenic anaemia,No,0.4276,1,17.309,0.0%
Gefitinib,Tubulointerstitial nephritis,No,0.3632,1,2.662,0.0%
Gefitinib,Cerebellar ataxia,Yes,0.5013,2,0.000,0.0%
Gefitinib,Pneumonia,Yes,0.5653,13,0.851,69.2%
Gefitinib,Renal failure,No,0.4778,5,0.843,80.0%
Gefitinib,Angina pectoris,No,0.4299,1,1.923,100.0%
Gefitinib,Blood pressure,No,0.4867,1,0.000,100.0%
Gefitinib,Myocardial infarction,No,0.4662,2,0.814,100.0%
Gefitinib,Septic shock,No,0.4786,4,1.458,100.0%
Gefitinib,Cytopenia,No,0.4286,2,4.329,50.0%
Gefitinib,Vascular insufficiency,No,0.4082,1,0.000,0.0%
Gefitinib,Neoplasm progression,No,0.4430,3,0.918,66.7%
Gefitinib,Cardiac failure congestive,No,0.4437,3,1.331,66.7%
Gefitinib,Stress cardiomyopathy,No,0.3989,2,6.927,0.0%
Gefitinib,Spinal cord compression,Yes,0.5246,2,23.094,50.0%
Gefitinib,Acute myocardial infarction,No,0.3634,1,1.648,0.0%
Gefitinib,Blood pressure increased,No,0.4270,4,1.556,50.0%
Gefitinib,Myoclonus,No,0.3896,1,8.654,0.0%
Gefitinib,Chest pain,No,0.4759,10,1.995,10.0%
Gefitinib,Confusional state,No,0.4544,3,0.687,33.3%
Gefitinib,Muscular weakness,No,0.3880,2,0.532,0.0%
Gefitinib,Arthralgia,No,0.3894,2,0.266,0.0%
Gefitinib,Toxicity to various agents,No,0.4490,3,0.725,66.7%
Gefitinib,Areflexia,No,0.3896,1,8.654,0.0%
Gefitinib,Pleural effusion,Yes,0.5442,13,2.151,30.8%
Gefitinib,Cardiac failure,No,0.4170,2,0.728,50.0%
Gefitinib,Neuropathy peripheral,No,0.4015,2,0.305,0.0%
Gefitinib,Peroneal nerve palsy,No,0.4016,1,11.539,0.0%
Gefitinib,Malaise,Yes,0.5115,9,0.818,66.7%
Gefitinib,Skin disorder,No,0.4901,7,4.960,0.0%
Gefitinib,Decreased appetite,Yes,0.6125,24,1.555,50.0%
Gefitinib,Rash,Yes,0.6600,34,1.797,41.2%
Gefitinib,Paronychia,Yes,0.6494,7,40.541,14.3%
Gefitinib,Diarrhoea,Yes,0.7107,71,1.972,35.2%
Gefitinib,Malignant neoplasm progression,Yes,0.7597,108,6.835,14.8%
Gefitinib,EGFR gene mutation,Yes,0.5353,3,0.000,33.3%
Gefitinib,Metastases to liver,No,0.4510,6,2.668,33.3%
Gefitinib,Metastases to central nervous system,Yes,0.5634,14,4.928,28.6%
Gefitinib,Pathological fracture,No,0.4279,1,2.884,100.0%
Gefitinib,Pericardial effusion,No,0.4145,2,1.081,50.0%
Gefitinib,Death,Yes,0.7175,65,1.606,100.0%
Gefitinib,Metastases to lung,No,0.4240,3,2.665,33.3%
Gefitinib,Metastases to bone,No,0.4496,6,3.304,16.7%
Gefitinib,Sedation,No,0.4255,1,17.309,0.0%
Gefitinib,Delirium,No,0.3733,1,0.961,0.0%
Gefitinib,Ileus,No,0.3640,1,1.116,0.0%
Gefitinib,Aspartate aminotransferase increased,No,0.4374,6,1.251,16.7%
Gefitinib,Abdominal distension,No,0.3695,1,0.393,0.0%
Gefitinib,Periodontal disease,No,0.4276,1,17.309,0.0%
Gefitinib,Hepatic function abnormal,No,0.4519,4,2.235,50.0%
Gefitinib,Alanine aminotransferase increased,No,0.4355,6,1.173,16.7%
Gefitinib,Vomiting,Yes,0.5872,21,0.863,47.6%
Gefitinib,Gastrointestinal haemorrhage,Yes,0.5075,9,5.794,33.3%
Gefitinib,Peripheral circulatory failure,No,0.4793,1,0.000,100.0%
Gefitinib,Constipation,No,0.4957,5,0.410,100.0%
Gefitinib,Stomatitis,No,0.4214,4,0.751,25.0%
Gefitinib,Acute prerenal failure,No,0.4793,1,0.000,100.0%
Gefitinib,Ileal ulcer,No,0.4793,1,0.000,100.0%
Gefitinib,Large intestinal ulcer,Yes,0.5596,1,34.619,100.0%
Gefitinib,Dehydration,No,0.4762,6,0.506,66.7%
Gefitinib,Seborrhoeic dermatitis,No,0.4793,1,0.000,100.0%
Gefitinib,Gastrointestinal erosion,Yes,0.5596,1,34.619,100.0%
Gefitinib,Lung carcinoma cell type unspecified recurrent,No,0.4867,1,0.000,100.0%
Gefitinib,Adverse drug reaction,No,0.4339,1,0.607,100.0%
Gefitinib,Growth of eyelashes,No,0.4635,2,8.659,50.0%
Gefitinib,Rash generalised,Yes,0.5144,7,5.653,28.6%
Gefitinib,Gastrooesophageal reflux disease,No,0.4462,3,1.649,33.3%
Gefitinib,Weight decreased,Yes,0.5419,13,1.710,53.8%
Gefitinib,Drug dose omission,No,0.4295,4,1.025,50.0%
Gefitinib,Dysuria,No,0.4167,2,1.923,50.0%
Gefitinib,Micturition urgency,No,0.4295,1,3.461,100.0%
Gefitinib,Urinary tract infection,No,0.4572,5,0.887,40.0%
Gefitinib,Nodule,No,0.4635,2,8.659,50.0%
Gefitinib,Metastases to the mediastinum,Yes,0.5589,2,34.641,50.0%
Gefitinib,Malignant pleural effusion,Yes,0.5257,5,13.346,40.0%
Gefitinib,Drug ineffective,No,0.4753,6,0.785,66.7%
Gefitinib,Thrombocytopenia,No,0.4811,8,0.600,12.5%
Gefitinib,Metastases to skin,No,0.4316,1,2.036,100.0%
Gefitinib,Hypokalaemia,No,0.4327,4,1.443,0.0%
Gefitinib,Toothache,No,0.3741,1,5.769,0.0%
Gefitinib,Drug resistance,Yes,0.6174,9,18.417,0.0%
Gefitinib,Shock,No,0.3692,1,2.036,0.0%
Gefitinib,Renal impairment,No,0.4753,7,2.187,28.6%
Gefitinib,Deep vein thrombosis,No,0.4139,5,1.589,0.0%
Gefitinib,Neutropenia,No,0.4318,5,0.289,0.0%
Gefitinib,Cellulitis,No,0.3853,2,1.258,0.0%
Gefitinib,Pneumococcal infection,No,0.3992,1,0.000,0.0%
Gefitinib,Tenosynovitis,No,0.3992,1,0.000,0.0%
Gefitinib,Hepatotoxicity,No,0.4521,5,4.447,20.0%
Gefitinib,Metastases to meninges,Yes,0.5799,6,18.941,33.3%
Gefitinib,Seizure,No,0.4148,3,2.259,33.3%
Gefitinib,Diabetic metabolic decompensation,Yes,0.5609,1,34.619,100.0%
Gefitinib,Skin toxicity,No,0.4385,3,4.520,33.3%
Gefitinib,Haematotoxicity,No,0.4044,3,2.120,0.0%
Gefitinib,Mucosal inflammation,No,0.4199,4,1.194,25.0%
Gefitinib,Febrile neutropenia,No,0.4431,6,0.433,0.0%
Gefitinib,Dementia,No,0.3699,1,4.327,0.0%
Gefitinib,Amnesia,No,0.4164,2,2.770,50.0%
Gefitinib,Speech disorder,No,0.3851,2,0.988,0.0%
Gefitinib,Gait disturbance,No,0.4739,7,2.404,28.6%
Gefitinib,Leukoencephalopathy,No,0.3699,1,4.327,0.0%
Gefitinib,Urinary incontinence,No,0.3906,2,4.074,0.0%
Gefitinib,Pulmonary hypertension,No,0.3634,1,1.648,0.0%
Gefitinib,Cystitis,No,0.3821,2,1.978,0.0%
Gefitinib,Lung infection,No,0.4773,5,2.889,80.0%
Gefitinib,Disease progression,Yes,0.6836,44,1.919,15.9%
Gefitinib,Herpes zoster,No,0.4229,1,0.736,100.0%
Gefitinib,Genital pain,Yes,0.5596,1,34.619,100.0%
Gefitinib,Cerebral disorder,No,0.4276,1,17.309,0.0%
Gefitinib,Respiratory arrest,No,0.4228,1,4.327,100.0%
Gefitinib,Blood pressure decreased,No,0.4537,2,1.731,100.0%
Gefitinib,Neoplasm malignant,No,0.4589,2,1.236,100.0%
Gefitinib,Blood pressure fluctuation,No,0.4207,1,3.461,100.0%
Gefitinib,Depressed mood,No,0.4192,1,2.307,100.0%
Gefitinib,Ulcer,No,0.4804,2,13.856,50.0%
Gefitinib,Drug effect incomplete,No,0.4295,1,3.461,100.0%
Gefitinib,Anaemia,Yes,0.5257,14,0.810,21.4%
Gefitinib,Fatigue,Yes,0.5422,13,0.337,38.5%
Gefitinib,Candida infection,No,0.3710,1,1.193,0.0%
Gefitinib,Cardiopulmonary failure,No,0.4207,1,3.461,100.0%
Gefitinib,Asthenia,No,0.4794,10,0.667,20.0%
Gefitinib,Cerebrovascular accident,No,0.4275,2,0.706,50.0%
Gefitinib,Hypophagia,No,0.3705,1,0.596,0.0%
Gefitinib,Dizziness,No,0.4461,4,0.394,0.0%
Gefitinib,Apathy,No,0.4918,1,34.619,0.0%
Gefitinib,Circumstance or information capable of leading to medication error,No,0.3624,1,3.147,0.0%
Gefitinib,Dementia Alzheimer^s type,No,0.4276,1,17.309,0.0%
Gefitinib,Brain oedema,No,0.3631,1,1.923,0.0%
Gefitinib,Influenza,No,0.4223,1,0.596,100.0%
Gefitinib,Upper respiratory tract infection,No,0.4197,1,0.887,100.0%
Gefitinib,Chronic gastritis,Yes,0.5273,2,0.000,50.0%
Gefitinib,Duodenal ulcer,No,0.4730,3,9.452,33.3%
Gefitinib,Iron deficiency anaemia,Yes,0.5145,2,13.856,100.0%
Gefitinib,Thyroid disorder,No,0.4110,2,8.659,0.0%
Gefitinib,Weight increased,No,0.4344,1,0.532,100.0%
Gefitinib,Dyspnoea exertional,No,0.4122,2,1.731,50.0%
Gefitinib,Toxic epidermal necrolysis,No,0.3826,2,3.463,0.0%
Gefitinib,Cholecystitis infective,Yes,0.5668,2,34.641,50.0%
Gefitinib,Incorrect dose administered,No,0.4461,1,1.236,0.0%
Gefitinib,Interstitial lung disease,Yes,0.6538,22,5.274,54.5%
Gefitinib,Pneumonitis,No,0.4340,6,1.049,0.0%
Gefitinib,Fall,No,0.4429,5,0.994,0.0%
Gefitinib,Hypertension,No,0.4097,3,0.582,0.0%
Gefitinib,Proteinuria,No,0.4324,4,2.390,25.0%
Gefitinib,Dry eye,No,0.4408,2,2.565,0.0%
Gefitinib,Pyogenic granuloma,Yes,0.6054,2,69.283,0.0%
Gefitinib,Nail disorder,No,0.3710,1,1.236,0.0%
Gefitinib,Hair growth abnormal,Yes,0.5059,3,14.854,0.0%
Gefitinib,Alopecia,No,0.4806,8,1.631,0.0%
Gefitinib,Dry mouth,No,0.3736,1,0.501,0.0%
Gefitinib,Corneal erosion,No,0.4082,1,0.000,0.0%
Gefitinib,Gingival bleeding,No,0.3696,1,1.730,0.0%
Gefitinib,Respiratory failure,Yes,0.5107,8,1.900,100.0%
Gefitinib,Organising pneumonia,No,0.4340,1,4.327,100.0%
Gefitinib,Ileus paralytic,No,0.3660,1,2.884,0.0%
Gefitinib,International normalised ratio increased,No,0.4715,5,8.674,0.0%
Gefitinib,Radiation interaction,Yes,0.5596,1,34.619,100.0%
Gefitinib,Dysphagia,No,0.4714,4,0.961,75.0%
Gefitinib,Circulatory collapse,No,0.4207,1,3.461,100.0%
Gefitinib,Partial seizures,No,0.4228,1,4.327,100.0%
Gefitinib,Tumour marker increased,No,0.4210,1,0.786,100.0%
Gefitinib,Gamma-glutamyltransferase increased,No,0.4197,3,3.248,33.3%
Gefitinib,Nerve injury,No,0.4339,1,5.769,100.0%
Gefitinib,Blood alkaline phosphatase increased,No,0.4230,4,2.310,25.0%
Gefitinib,Anal erosion,No,0.4793,1,0.000,100.0%
Gefitinib,Blood lactate dehydrogenase increased,No,0.4197,1,0.865,100.0%
Gefitinib,White blood cell count decreased,No,0.4405,1,0.100,100.0%
Gefitinib,Neurogenic bladder,Yes,0.5596,1,34.619,100.0%
Gefitinib,Nervous system disorder,No,0.4227,2,2.388,50.0%
Gefitinib,Mouth haemorrhage,No,0.4339,1,5.769,100.0%
Gefitinib,Hyponatraemia,No,0.4253,1,0.252,100.0%
Gefitinib,Leukopenia,No,0.4059,4,1.282,0.0%
Gefitinib,Intervertebral disc protrusion,No,0.3776,1,6.923,0.0%
Gefitinib,Intentional product misuse,No,0.4434,3,4.158,0.0%
Gefitinib,Pain in extremity,No,0.4361,3,0.500,0.0%
Gefitinib,Peripheral coldness,No,0.4422,2,6.297,50.0%
Gefitinib,Cough,No,0.4825,5,0.714,40.0%
Gefitinib,Hypoaesthesia,No,0.4276,2,0.652,50.0%
Gefitinib,Acute kidney injury,No,0.4236,1,0.293,100.0%
Gefitinib,Tumour lysis syndrome,No,0.4214,1,0.558,100.0%
Gefitinib,Productive cough,No,0.3655,1,0.989,0.0%
Gefitinib,Melaena,No,0.4534,4,5.779,0.0%
